trip_id,date,hour,city,service,payment_method,fare,distance_km,duration_minute,rating,available_fleet,demand_city_hour,status,customer_id,driver_id,vehicle_id
TRIP01519,2025-02-26,15,Bandung,Bluebird,Cash,46708.0,8.44,28.4,4.2,339,1,Completed,CUST0274,DRV0419,VH1275
TRIP01520,2025-03-31,15,Bandung,Bluebird,Debit/Credit,48153.0,7.47,33.7,4.4,295,1,Completed,CUST0113,DRV0022,VH0912
TRIP01521,2025-02-10,6,Jakarta,Bluebird,Debit/Credit,50731.0,10.56,55.0,4.5,646,2,Completed,CUST0545,DRV0261,VH0183
TRIP01522,2025-01-03,5,Surabaya,Bluebird,Debit/Credit,27018.0,3.27,29.7,4.3,243,1,Completed,CUST0399,DRV0060,VH0676
TRIP01523,2025-01-06,16,Medan,Bluebird,QRIS,29874.0,4.82,35.2,4.5,161,1,Completed,CUST0792,DRV0937,VH1352
TRIP01524,2025-01-05,14,Surabaya,Silver Bird,QRIS,101964.0,12.76,52.7,4.5,278,2,Completed,CUST0292,DRV0163,VH0592
TRIP01525,2025-01-05,19,Jakarta,Bluebird,E-Wallet,11930.0,1.12,8.1,4.7,607,1,Completed,CUST0316,DRV1138,VH1031
TRIP01526,2025-02-23,8,Surabaya,Bluebird,Debit/Credit,40805.0,7.58,40.4,4.6,202,1,Completed,CUST0162,DRV0354,VH1411
TRIP01527,2025-02-16,4,Jakarta,Bluebird,QRIS,56942.0,12.02,50.4,4.2,679,2,Completed,CUST0090,DRV0196,VH0931
TRIP01528,2025-03-28,14,Jakarta,Silver Bird,Cash,62679.0,8.22,29.3,4.1,692,1,Completed,CUST0051,DRV1069,VH1394
TRIP01529,2025-02-18,9,Jakarta,Bluebird,Cash,32469.0,7.28,42.6,4.7,645,1,Completed,CUST0424,DRV0625,VH0763
TRIP01530,2025-01-09,5,Medan,Bluebird,Cash,34101.0,7.89,21.8,4.9,240,1,Completed,CUST0406,DRV0905,VH0612
TRIP01531,2025-01-20,18,Jakarta,Bluebird,Debit/Credit,48750.0,7.44,36.0,5.0,646,2,Completed,CUST0144,DRV0179,VH0079
TRIP01532,2025-03-02,7,Jakarta,Bluebird,Cash,35105.0,8.59,46.3,3.9,607,2,Completed,CUST0616,DRV0325,VH1245
TRIP01533,2025-02-04,17,Jakarta,Bluebird,QRIS,33544.0,6.45,31.8,4.8,593,1,Completed,CUST0682,DRV0370,VH1436
TRIP01534,2025-02-19,10,Medan,Bluebird,Debit/Credit,65722.0,10.83,41.9,4.0,241,1,Completed,CUST0528,DRV0568,VH0682
TRIP01535,2025-03-23,8,Surabaya,Bluebird Van,QRIS,73674.0,12.27,56.1,4.8,181,2,Completed,CUST0133,DRV0779,VH1121
TRIP01536,2025-03-03,12,Jakarta,Bluebird,Debit/Credit,52117.0,8.1,26.6,4.8,716,1,Completed,CUST0499,DRV0926,VH0393
TRIP01537,2025-01-17,19,Bandung,Bluebird,Debit/Credit,15302.0,2.84,27.6,4.4,215,2,Completed,CUST0390,DRV0115,VH0468
TRIP01538,2025-03-29,12,Bandung,Bluebird,Cash,21837.0,5.43,14.6,4.9,315,1,Completed,CUST0170,DRV0357,VH0870
TRIP01539,2025-01-03,18,Surabaya,Bluebird,Debit/Credit,25087.0,7.45,40.0,4.4,155,1,Completed,CUST0542,DRV1191,VH1395
TRIP01540,2025-02-01,7,Jakarta,Bluebird,Debit/Credit,65213.0,10.02,51.0,4.5,624,3,Completed,CUST0160,DRV0115,VH1417
TRIP01541,2025-01-13,18,Medan,Bluebird,QRIS,16895.0,4.48,19.3,4.8,150,1,Completed,CUST0659,DRV0798,VH0018
TRIP01542,2025-03-30,9,Jakarta,Silver Bird,Cash,59117.0,6.19,33.3,5.0,632,3,Completed,CUST0749,DRV0323,VH1208
TRIP01543,2025-03-14,17,Surabaya,Bluebird,QRIS,39980.0,9.53,39.8,5.0,154,1,Completed,CUST0412,DRV0042,VH1167
TRIP01544,2025-03-09,16,Jakarta,Bluebird,E-Wallet,70850.0,11.32,63.0,4.1,603,2,Completed,CUST0687,DRV1143,VH1487
TRIP01545,2025-01-14,21,Jakarta,Bluebird,Debit/Credit,59620.0,6.64,18.6,5.0,671,2,Completed,CUST0584,DRV0574,VH1358
TRIP01546,2025-01-11,12,Jakarta,Bluebird,Cash,11485.0,4.5,13.4,4.8,723,1,Completed,CUST0384,DRV0441,VH0062
TRIP01547,2025-02-25,6,Bandung,Bluebird,Debit/Credit,70607.0,16.85,66.8,3.8,260,1,Completed,CUST0639,DRV0285,VH0163
TRIP01548,2025-03-08,3,Jakarta,Golden Bird,QRIS,99562.0,10.85,33.9,4.4,709,1,Completed,CUST0708,DRV0104,VH0552
TRIP01549,2025-01-29,19,Medan,Bluebird Van,Debit/Credit,52393.0,6.7,45.9,5.0,122,1,Completed,CUST0185,DRV0569,VH0179
TRIP01550,2025-01-09,16,Jakarta,Bluebird,Debit/Credit,64542.0,11.11,56.2,4.4,640,3,Completed,CUST0662,DRV0457,VH1259
TRIP01551,2025-03-08,18,Surabaya,Bluebird,QRIS,36071.0,7.63,39.5,4.8,154,1,Completed,CUST0214,DRV0311,VH1084
TRIP01552,2025-01-25,9,Medan,Golden Bird,E-Wallet,106385.0,10.1,43.8,4.4,156,1,Completed,CUST0094,DRV1189,VH1252
TRIP01553,2025-03-17,11,Bandung,Bluebird,Debit/Credit,42344.0,7.48,36.3,4.4,325,1,Completed,CUST0570,DRV0407,VH0239
TRIP01554,2025-02-11,4,Surabaya,Bluebird,Debit/Credit,32391.0,8.27,27.3,4.7,265,1,Completed,CUST0219,DRV0845,VH0568
TRIP01555,2025-01-09,22,Surabaya,Bluebird,Cash,39407.0,7.66,36.2,4.5,279,2,Completed,CUST0219,DRV0581,VH0746
TRIP01556,2025-03-20,17,Jakarta,Silver Bird,E-Wallet,26952.0,4.16,18.5,4.3,645,2,Completed,CUST0013,DRV1082,VH0084
TRIP01557,2025-02-09,21,Medan,Bluebird,E-Wallet,82142.0,13.31,48.7,4.2,208,1,Completed,CUST0423,DRV0719,VH1065
TRIP01558,2025-01-25,9,Jakarta,Silver Bird,Cash,41861.0,5.68,36.0,4.7,609,1,Completed,CUST0795,DRV0597,VH0438
TRIP01559,2025-01-05,17,Bandung,Silver Bird,QRIS,36181.0,2.92,25.7,4.6,231,2,Completed,CUST0423,DRV1184,VH0529
TRIP01560,2025-01-11,17,Surabaya,Bluebird,Cash,35941.0,7.36,41.6,4.5,180,1,Completed,CUST0486,DRV0187,VH0105
TRIP01561,2025-02-28,10,Jakarta,Bluebird,Debit/Credit,27012.0,5.62,15.1,4.8,710,1,Completed,CUST0377,DRV0896,VH0537
TRIP01562,2025-03-29,19,Jakarta,Silver Bird,Debit/Credit,45947.0,8.34,38.2,4.6,636,2,Completed,CUST0652,DRV0464,VH0382
TRIP01563,2025-03-20,22,Bandung,Bluebird,Cash,53940.0,9.06,37.3,4.8,333,1,Completed,CUST0408,DRV0330,VH1117
TRIP01564,2025-02-07,20,Medan,Bluebird,E-Wallet,67099.0,10.49,36.0,4.3,193,1,Completed,CUST0786,DRV0349,VH1239
TRIP01565,2025-03-13,18,Semarang,Bluebird,Cash,39572.0,9.24,54.6,4.5,72,2,Completed,CUST0119,DRV0500,VH0217
TRIP01566,2025-01-05,9,Bandung,Bluebird,E-Wallet,19692.0,6.08,15.5,4.9,246,1,Completed,CUST0271,DRV0490,VH0489
TRIP01567,2025-02-17,10,Surabaya,Bluebird,QRIS,52078.0,8.15,27.1,4.9,254,2,Completed,CUST0097,DRV1005,VH0151
TRIP01568,2025-03-31,22,Semarang,Bluebird,QRIS,27024.0,8.02,28.5,4.3,198,1,Completed,CUST0047,DRV0280,VH1398
TRIP01569,2025-01-18,1,Jakarta,Bluebird,Cash,35084.0,3.23,5.0,4.8,706,1,Completed,CUST0664,DRV0855,VH0813
TRIP01570,2025-03-11,18,Jakarta,Golden Bird,Cash,78246.0,10.21,39.1,5.0,648,2,Completed,CUST0173,DRV1188,VH0631
TRIP01571,2025-02-06,18,Surabaya,Bluebird,Debit/Credit,13576.0,3.63,26.9,4.7,153,1,Completed,CUST0787,DRV1005,VH1473
TRIP01572,2025-03-01,17,Medan,Bluebird,Debit/Credit,70051.0,13.62,62.7,4.4,162,1,Completed,CUST0347,DRV0398,VH0422
TRIP01573,2025-02-17,23,Medan,Bluebird,Cash,25666.0,6.29,36.2,4.8,228,1,Completed,CUST0237,DRV1092,VH0646
TRIP01574,2025-03-18,10,Jakarta,Bluebird,Cash,36114.0,7.95,42.6,4.2,676,1,Completed,CUST0543,DRV0428,VH0207
TRIP01575,2025-01-28,11,Jakarta,Bluebird,Cash,39157.0,6.19,27.8,5.0,676,1,Completed,CUST0213,DRV0375,VH0775
TRIP01576,2025-03-10,6,Bandung,Bluebird,Debit/Credit,10000.0,5.11,30.6,4.8,258,2,Completed,CUST0272,DRV1016,VH0834
TRIP01577,2025-03-18,14,Jakarta,Bluebird,Debit/Credit,91300.0,15.32,61.7,4.4,694,1,Completed,CUST0407,DRV0632,VH0588
TRIP01578,2025-03-22,9,Jakarta,Bluebird,Cash,58112.0,11.32,34.7,4.2,604,1,Completed,CUST0078,DRV0989,VH0564
TRIP01579,2025-02-09,11,Medan,Silver Bird,Debit/Credit,17890.0,2.85,5.0,4.9,196,1,Completed,CUST0791,DRV0697,VH0226
TRIP01580,2025-02-14,19,Jakarta,Bluebird,Cash,54771.0,13.01,60.7,4.4,636,3,Completed,CUST0553,DRV0928,VH0804
TRIP01581,2025-03-03,21,Medan,Bluebird,E-Wallet,66560.0,11.08,48.6,4.8,241,2,Completed,CUST0146,DRV0078,VH0690
TRIP01582,2025-02-27,8,Bandung,Silver Bird,E-Wallet,57468.0,6.16,34.7,4.5,213,1,Completed,CUST0012,DRV0488,VH1411
TRIP01583,2025-03-08,12,Bandung,Bluebird,Debit/Credit,56924.0,7.92,25.4,4.4,323,1,Completed,CUST0760,DRV1194,VH0106
TRIP01584,2025-02-25,21,Jakarta,Bluebird Van,E-Wallet,49895.0,8.46,40.4,4.3,723,1,Completed,CUST0229,DRV1062,VH1100
TRIP01585,2025-02-09,6,Jakarta,Golden Bird,E-Wallet,120126.0,14.42,76.1,4.0,634,1,Completed,CUST0691,DRV0567,VH0516
TRIP01586,2025-02-09,7,Jakarta,Bluebird,E-Wallet,39539.0,6.11,39.0,4.3,633,1,Completed,CUST0341,DRV0951,VH0948
TRIP01587,2025-03-18,8,Semarang,Bluebird,Debit/Credit,47085.0,7.24,43.9,4.8,111,1,Completed,CUST0672,DRV0558,VH0187
TRIP01588,2025-02-02,17,Medan,Bluebird,QRIS,47019.0,6.22,29.0,5.0,128,1,Completed,CUST0733,DRV0171,VH0532
TRIP01589,2025-01-06,7,Bandung,Bluebird,Cash,13437.0,2.7,26.3,4.6,256,1,Completed,CUST0164,DRV0642,VH0275
TRIP01590,2025-03-29,22,Jakarta,Silver Bird,QRIS,105870.0,15.07,61.3,4.2,718,1,Completed,CUST0680,DRV0292,VH0539
TRIP01591,2025-01-19,14,Semarang,Bluebird,Debit/Credit,16917.0,3.26,16.6,4.2,202,2,Completed,CUST0382,DRV0581,VH0648
TRIP01592,2025-03-21,15,Jakarta,Silver Bird,Cash,69636.0,9.16,39.2,4.7,707,2,Completed,CUST0731,DRV0422,VH0018
TRIP01593,2025-02-09,9,Jakarta,Silver Bird,Cash,40485.0,3.28,20.3,5.0,616,5,Completed,CUST0582,DRV0105,VH0285
TRIP01594,2025-02-28,15,Bandung,Bluebird,QRIS,17400.0,5.8,17.2,4.5,294,1,Completed,CUST0422,DRV0566,VH1326
TRIP01595,2025-02-28,17,Semarang,Bluebird,Cash,54795.0,8.07,39.7,4.5,122,1,Completed,CUST0438,DRV0880,VH0932
TRIP01596,2025-02-17,18,Jakarta,Bluebird,Debit/Credit,23537.0,6.03,39.0,4.6,649,2,Completed,CUST0772,DRV0875,VH1014
TRIP01597,2025-02-10,18,Jakarta,Bluebird,E-Wallet,50044.0,10.26,45.9,4.9,647,1,Completed,CUST0063,DRV0248,VH0905
TRIP01598,2025-01-13,16,Semarang,Bluebird,Debit/Credit,47196.0,5.99,38.2,4.6,82,1,Completed,CUST0246,DRV0927,VH0650
TRIP01599,2025-02-14,21,Jakarta,Bluebird,Debit/Credit,63794.0,11.98,53.1,4.4,728,1,Completed,CUST0050,DRV0309,VH0852
TRIP01600,2025-03-30,19,Jakarta,Bluebird,Debit/Credit,,,,,635,1,Cancelled,CUST0798,DRV1130,VH0257
TRIP01601,2025-02-22,18,Bandung,Golden Bird,QRIS,40222.0,5.24,38.7,4.2,270,2,Completed,CUST0234,DRV0315,VH1243
TRIP01602,2025-02-11,6,Medan,Bluebird,Cash,31798.0,7.73,36.4,4.2,165,1,Completed,CUST0528,DRV0609,VH0644
TRIP01603,2025-03-04,0,Bandung,Bluebird,E-Wallet,50878.0,7.55,40.8,4.3,303,1,Completed,CUST0516,DRV0945,VH0357
TRIP01604,2025-01-27,8,Semarang,Bluebird,Cash,40347.0,8.66,45.7,4.7,99,1,Completed,CUST0282,DRV0539,VH0256
TRIP01605,2025-02-07,17,Surabaya,Silver Bird,Cash,,,,,196,1,Cancelled,CUST0669,DRV0072,VH0608
TRIP01606,2025-03-01,13,Jakarta,Bluebird,Debit/Credit,57641.0,9.07,30.1,4.5,717,2,Completed,CUST0220,DRV0378,VH1298
TRIP01607,2025-01-07,13,Semarang,Bluebird,Cash,24602.0,6.07,23.7,4.6,159,1,Completed,CUST0348,DRV0134,VH0334
TRIP01608,2025-01-05,20,Jakarta,Bluebird Van,QRIS,61511.0,8.85,34.0,4.6,701,1,Completed,CUST0364,DRV1198,VH1392
TRIP01609,2025-02-14,20,Jakarta,Bluebird,Cash,62706.0,12.39,40.8,4.9,670,3,Completed,CUST0563,DRV0393,VH0015
TRIP01610,2025-02-27,21,Bandung,Bluebird,Cash,47415.0,8.94,34.2,4.6,313,3,Completed,CUST0042,DRV1088,VH0179
TRIP01611,2025-01-31,10,Jakarta,Bluebird,Cash,49396.0,10.6,36.8,4.4,698,1,Completed,CUST0423,DRV0996,VH1469
TRIP01612,2025-01-23,18,Jakarta,Silver Bird,Cash,73779.0,10.67,54.8,4.3,632,3,Completed,CUST0135,DRV0415,VH1427
TRIP01613,2025-02-11,9,Jakarta,Bluebird,Debit/Credit,32788.0,8.04,49.3,4.8,596,2,Completed,CUST0786,DRV0403,VH0088
TRIP01614,2025-01-10,8,Bandung,Bluebird,E-Wallet,48055.0,7.96,31.3,4.5,240,1,Completed,CUST0259,DRV1137,VH0094
TRIP01615,2025-02-01,8,Medan,Bluebird,QRIS,20551.0,4.24,36.9,4.3,126,1,Completed,CUST0191,DRV0065,VH0845
TRIP01616,2025-02-22,11,Bandung,Bluebird Van,E-Wallet,79041.0,10.81,42.3,4.4,319,1,Completed,CUST0256,DRV0866,VH1419
TRIP01617,2025-01-30,14,Semarang,Bluebird,Cash,11054.0,1.0,5.0,4.7,174,1,Completed,CUST0748,DRV0401,VH0028
TRIP01618,2025-02-08,19,Jakarta,Bluebird,QRIS,33847.0,8.24,46.3,4.6,617,2,Completed,CUST0494,DRV0290,VH0697
TRIP01619,2025-01-31,7,Jakarta,Bluebird Van,Cash,72942.0,11.92,52.6,4.6,625,3,Completed,CUST0788,DRV1113,VH0075
TRIP01620,2025-03-23,18,Jakarta,Bluebird,Debit/Credit,23854.0,4.41,25.1,4.4,650,2,Completed,CUST0073,DRV0759,VH0054
TRIP01621,2025-01-02,16,Jakarta,Bluebird Van,QRIS,73479.0,9.7,44.0,4.2,596,1,Completed,CUST0074,DRV0844,VH0321
TRIP01622,2025-03-19,10,Jakarta,Bluebird Van,Debit/Credit,,,,,704,2,Cancelled,CUST0635,DRV0661,VH0760
TRIP01623,2025-03-18,15,Medan,Golden Bird,Debit/Credit,57425.0,6.39,30.6,4.8,245,1,Completed,CUST0582,DRV0357,VH1258
TRIP01624,2025-01-12,10,Semarang,Bluebird,QRIS,64567.0,9.64,36.6,4.2,169,1,Completed,CUST0401,DRV0878,VH0630
TRIP01625,2025-02-08,17,Semarang,Bluebird,Debit/Credit,45860.0,7.39,27.5,4.5,83,1,Completed,CUST0079,DRV0998,VH1254
TRIP01626,2025-03-07,14,Jakarta,Silver Bird,E-Wallet,44641.0,2.4,13.5,4.6,719,1,Completed,CUST0248,DRV0752,VH0332
TRIP01627,2025-01-13,8,Medan,Bluebird Van,QRIS,48404.0,4.57,17.8,4.9,159,2,Completed,CUST0187,DRV0749,VH1496
TRIP01628,2025-02-15,7,Jakarta,Bluebird,QRIS,,,,,645,2,Cancelled,CUST0653,DRV0365,VH0317
TRIP01629,2025-01-27,16,Jakarta,Silver Bird,Debit/Credit,,,,,619,1,Cancelled,CUST0556,DRV0267,VH0101
TRIP01630,2025-01-17,20,Medan,Bluebird,Debit/Credit,79035.0,12.74,42.6,4.8,245,1,Completed,CUST0759,DRV0406,VH0248
TRIP01631,2025-03-01,11,Surabaya,Bluebird,Cash,,,,,230,1,Cancelled,CUST0470,DRV0139,VH0861
TRIP01632,2025-03-05,18,Jakarta,Bluebird,QRIS,51002.0,7.47,42.2,4.2,627,2,Completed,CUST0738,DRV1189,VH0870
TRIP01633,2025-03-29,17,Bandung,Silver Bird,QRIS,113195.0,14.51,63.9,3.9,250,2,Completed,CUST0579,DRV0666,VH0221
TRIP01634,2025-02-04,21,Jakarta,Bluebird,QRIS,42824.0,8.57,32.8,4.1,694,1,Completed,CUST0456,DRV1130,VH1363
TRIP01635,2025-03-11,19,Surabaya,Bluebird,Cash,22599.0,5.11,26.2,4.6,183,1,Completed,CUST0276,DRV1173,VH0148
TRIP01636,2025-03-24,16,Bandung,Bluebird Van,E-Wallet,,,,,217,1,Cancelled,CUST0765,DRV0185,VH1013
TRIP01637,2025-01-30,17,Semarang,Bluebird,Debit/Credit,10000.0,1.0,6.7,4.9,125,1,Completed,CUST0792,DRV0783,VH1320
TRIP01638,2025-03-12,20,Jakarta,Bluebird,QRIS,79704.0,13.32,63.6,4.2,689,1,Completed,CUST0179,DRV0871,VH1431
TRIP01639,2025-03-15,13,Jakarta,Bluebird,Debit/Credit,63271.0,13.28,42.8,4.4,699,2,Completed,CUST0791,DRV0703,VH0581
TRIP01640,2025-03-04,11,Bandung,Bluebird,E-Wallet,38898.0,3.95,18.9,4.7,293,1,Completed,CUST0129,DRV0907,VH0478
TRIP01641,2025-01-28,1,Bandung,Bluebird,Cash,23861.0,6.32,29.8,4.4,310,1,Completed,CUST0379,DRV0201,VH1048
TRIP01642,2025-03-01,19,Jakarta,Bluebird Van,Cash,69322.0,8.79,37.8,4.8,616,4,Completed,CUST0115,DRV0618,VH0883
TRIP01643,2025-03-20,19,Surabaya,Bluebird,QRIS,26067.0,5.12,21.3,4.5,159,1,Completed,CUST0322,DRV0220,VH1210
TRIP01644,2025-02-06,7,Medan,Silver Bird,E-Wallet,14110.0,2.23,24.0,4.4,132,2,Completed,CUST0389,DRV0857,VH0170
TRIP01645,2025-01-22,16,Semarang,Bluebird,Cash,51802.0,6.17,25.7,4.9,102,1,Completed,CUST0786,DRV1012,VH0438
TRIP01646,2025-03-09,14,Medan,Bluebird,E-Wallet,48195.0,6.54,21.9,4.8,200,1,Completed,CUST0464,DRV1053,VH1017
TRIP01647,2025-01-20,7,Medan,Bluebird,QRIS,38337.0,6.33,39.5,4.1,150,1,Completed,CUST0202,DRV0064,VH0301
TRIP01648,2025-03-09,23,Bandung,Bluebird,QRIS,42320.0,7.67,30.9,4.8,308,1,Completed,CUST0629,DRV0937,VH0688
TRIP01649,2025-03-05,8,Medan,Bluebird,QRIS,64092.0,11.79,42.6,4.3,120,2,Completed,CUST0547,DRV1120,VH1388
TRIP01650,2025-01-17,6,Jakarta,Bluebird,Cash,43583.0,7.59,50.6,4.3,593,2,Completed,CUST0409,DRV0540,VH0988
TRIP01651,2025-01-12,17,Jakarta,Bluebird,E-Wallet,39820.0,9.01,40.3,4.6,612,4,Completed,CUST0618,DRV0510,VH1201
TRIP01652,2025-01-22,18,Jakarta,Bluebird,E-Wallet,50803.0,10.68,47.9,4.6,594,1,Completed,CUST0761,DRV0251,VH0144
TRIP01653,2025-01-17,5,Bandung,Bluebird,QRIS,65845.0,8.66,36.4,4.7,342,2,Completed,CUST0152,DRV0039,VH0523
TRIP01654,2025-01-10,17,Jakarta,Bluebird,E-Wallet,64360.0,6.66,39.0,4.5,638,4,Completed,CUST0653,DRV0069,VH0659
TRIP01655,2025-03-06,16,Semarang,Bluebird Van,E-Wallet,64985.0,7.09,50.1,4.3,119,1,Completed,CUST0405,DRV0277,VH0485
TRIP01656,2025-01-22,7,Jakarta,Bluebird,QRIS,57384.0,10.14,36.9,4.7,594,3,Completed,CUST0491,DRV1144,VH0822
TRIP01657,2025-03-31,8,Jakarta,Bluebird,Debit/Credit,27596.0,5.11,34.2,4.6,607,1,Completed,CUST0162,DRV1110,VH1461
TRIP01658,2025-03-23,16,Bandung,Bluebird Van,QRIS,61264.0,10.79,56.4,4.8,226,1,Completed,CUST0147,DRV0177,VH0195
TRIP01659,2025-02-19,10,Jakarta,Silver Bird,Debit/Credit,,,,,727,1,Cancelled,CUST0412,DRV0971,VH0466
TRIP01660,2025-01-14,21,Jakarta,Bluebird,Cash,30686.0,6.33,30.8,4.4,672,2,Completed,CUST0256,DRV0606,VH0978
TRIP01661,2025-03-05,19,Jakarta,Bluebird,Debit/Credit,69556.0,9.08,50.9,4.3,632,3,Completed,CUST0603,DRV1116,VH1100
TRIP01662,2025-02-16,23,Bandung,Bluebird,Cash,65462.0,8.93,26.0,4.7,338,1,Completed,CUST0370,DRV0081,VH1184
TRIP01663,2025-01-29,9,Bandung,Bluebird,E-Wallet,,,,,267,1,Cancelled,CUST0730,DRV0341,VH0490
TRIP01664,2025-03-17,22,Medan,Silver Bird,E-Wallet,59185.0,8.94,24.8,5.0,197,1,Completed,CUST0651,DRV0421,VH0100
TRIP01665,2025-02-05,14,Surabaya,Silver Bird,Cash,74916.0,8.49,26.0,4.6,285,1,Completed,CUST0689,DRV0228,VH0116
TRIP01666,2025-02-21,11,Bandung,Bluebird,QRIS,17794.0,2.6,8.6,4.5,329,1,Completed,CUST0291,DRV0473,VH0380
TRIP01667,2025-03-17,6,Jakarta,Bluebird Van,QRIS,42825.0,9.88,61.0,4.0,612,1,Completed,CUST0340,DRV0088,VH0824
TRIP01668,2025-01-07,6,Jakarta,Bluebird,Debit/Credit,34231.0,5.2,26.6,4.7,612,3,Completed,CUST0076,DRV0190,VH0063
TRIP01669,2025-01-29,18,Medan,Bluebird,QRIS,44957.0,10.32,49.1,5.0,111,1,Completed,CUST0569,DRV0867,VH0132
TRIP01670,2025-01-11,14,Jakarta,Golden Bird,Debit/Credit,52816.0,6.49,36.0,4.7,726,1,Completed,CUST0540,DRV0981,VH1272
TRIP01671,2025-02-02,9,Jakarta,Bluebird,QRIS,40982.0,8.02,38.0,4.1,628,2,Completed,CUST0505,DRV0981,VH0395
TRIP01672,2025-01-06,17,Medan,Silver Bird,Cash,80517.0,11.62,46.2,4.3,130,1,Completed,CUST0321,DRV0136,VH0643
TRIP01673,2025-03-20,9,Bandung,Bluebird Van,Cash,56541.0,8.49,39.0,4.4,261,1,Completed,CUST0662,DRV0040,VH1435
TRIP01674,2025-02-01,16,Jakarta,Bluebird,Cash,30795.0,5.26,38.6,4.3,613,1,Completed,CUST0307,DRV0256,VH0976
TRIP01675,2025-02-20,12,Jakarta,Bluebird,E-Wallet,13720.0,5.46,22.3,4.6,722,1,Completed,CUST0347,DRV0947,VH1452
TRIP01676,2025-03-16,19,Semarang,Bluebird,E-Wallet,,,,,107,1,Cancelled,CUST0393,DRV0539,VH0914
TRIP01677,2025-02-27,19,Medan,Bluebird,QRIS,36490.0,8.68,47.9,4.6,129,1,Completed,CUST0199,DRV0858,VH0670
TRIP01678,2025-03-28,15,Surabaya,Bluebird,QRIS,38477.0,9.07,31.8,4.9,279,3,Completed,CUST0676,DRV0132,VH0728
TRIP01679,2025-01-26,11,Bandung,Bluebird,Cash,24935.0,4.47,18.2,4.8,349,1,Completed,CUST0182,DRV0868,VH1350
TRIP01680,2025-02-15,12,Bandung,Silver Bird,Debit/Credit,33789.0,3.5,8.0,4.2,328,2,Completed,CUST0240,DRV0741,VH0546
TRIP01681,2025-01-29,19,Semarang,Bluebird,Cash,56442.0,7.64,33.9,4.3,129,1,Completed,CUST0754,DRV0539,VH0375
TRIP01682,2025-01-04,11,Semarang,Bluebird,Debit/Credit,38569.0,6.25,56.4,4.3,199,1,Completed,CUST0066,DRV0282,VH0844
TRIP01683,2025-03-22,8,Jakarta,Bluebird,E-Wallet,79036.0,14.97,75.0,4.1,616,2,Completed,CUST0171,DRV0492,VH0298
TRIP01684,2025-01-13,6,Medan,Silver Bird,Cash,63244.0,7.61,44.5,4.7,153,1,Completed,CUST0645,DRV0280,VH1303
TRIP01685,2025-02-08,14,Jakarta,Bluebird,Debit/Credit,71257.0,13.94,51.4,4.4,708,2,Completed,CUST0593,DRV0909,VH0996
TRIP01686,2025-01-15,15,Jakarta,Bluebird,Cash,33554.0,4.99,30.9,4.6,676,3,Completed,CUST0165,DRV0666,VH0296
TRIP01687,2025-01-29,19,Surabaya,Silver Bird,QRIS,14173.0,3.28,28.8,4.7,182,1,Completed,CUST0063,DRV0555,VH0115
TRIP01688,2025-01-29,8,Jakarta,Bluebird,Cash,28603.0,5.14,41.7,4.4,618,3,Completed,CUST0355,DRV1134,VH0493
TRIP01689,2025-03-16,12,Semarang,Bluebird,QRIS,65214.0,10.37,54.3,4.4,159,1,Completed,CUST0051,DRV0471,VH1081
TRIP01690,2025-02-01,19,Jakarta,Golden Bird,Cash,151971.0,13.77,52.7,4.6,599,2,Completed,CUST0584,DRV0412,VH0879
TRIP01691,2025-01-02,19,Bandung,Bluebird,QRIS,16952.0,4.65,18.8,4.7,221,3,Completed,CUST0043,DRV0513,VH1166
TRIP01692,2025-02-16,12,Semarang,Bluebird Van,QRIS,44613.0,5.42,14.7,4.7,152,1,Completed,CUST0321,DRV1164,VH0719
TRIP01693,2025-03-19,14,Semarang,Bluebird,QRIS,17437.0,3.29,6.6,4.7,152,1,Completed,CUST0318,DRV0878,VH0652
TRIP01694,2025-03-25,10,Jakarta,Bluebird,Debit/Credit,42678.0,3.07,14.5,5.0,682,1,Completed,CUST0216,DRV0690,VH0619
TRIP01695,2025-01-22,21,Jakarta,Golden Bird,E-Wallet,76945.0,10.66,38.7,4.3,714,1,Completed,CUST0191,DRV0949,VH0409
TRIP01696,2025-03-16,7,Bandung,Bluebird,QRIS,48230.0,7.67,53.2,4.8,240,3,Completed,CUST0670,DRV0060,VH1102
TRIP01697,2025-01-27,21,Jakarta,Silver Bird,Cash,52162.0,8.53,47.5,4.1,696,1,Completed,CUST0490,DRV0419,VH1026
TRIP01698,2025-03-08,17,Semarang,Silver Bird,Cash,26075.0,2.6,18.4,4.5,75,1,Completed,CUST0090,DRV0957,VH0786
TRIP01699,2025-03-22,16,Semarang,Golden Bird,E-Wallet,97660.0,11.72,68.6,4.4,96,2,Completed,CUST0422,DRV0825,VH0035
TRIP01700,2025-02-25,5,Jakarta,Bluebird Van,Debit/Credit,59518.0,6.99,38.4,4.8,704,1,Completed,CUST0491,DRV0908,VH0395
TRIP01701,2025-01-21,15,Jakarta,Bluebird,QRIS,41658.0,10.1,37.2,4.2,729,1,Completed,CUST0616,DRV0733,VH1242
TRIP01702,2025-02-16,13,Jakarta,Bluebird,Cash,33436.0,4.14,5.0,4.4,716,2,Completed,CUST0563,DRV0391,VH1091
TRIP01703,2025-03-21,8,Semarang,Bluebird,QRIS,35977.0,6.23,31.4,4.7,78,1,Completed,CUST0254,DRV1168,VH1093
